university,cipher,prof,doc,proc,stat,akred,date
Тракийски университет - Стара Загора,5.12,Хранителни технологии,"Технология на животинските и растителните мазнини, сапуните, етеричните масла и парфюмерийно-козметичните препарати",програмна акредитация - докторска програма,дава акредитация,8.88,29.1.2021
Тракийски университет - Стара Загора,5.12,Хранителни технологии,Технология на плодовите и зеленчуковите консерви,програмна акредитация - докторска програма,дава акредитация,8.85,29.1.2021
Тракийски университет - Стара Загора,5.2,"Електротехника, електроника и автоматика",Автоматизация на инженерния труд и системи за автоматизирано проектиране,програмна акредитация - докторска програма,дава акредитация,8.38,2.12.2021
Тракийски университет - Стара Загора,5.2,"Електротехника, електроника и автоматика",Автоматизирани системи за обработка на информация и управление (по отрасли),програмна акредитация - докторска програма,дава акредитация,8.42,2.12.2021
Тракийски университет - Стара Загора,6.1,Растениевъдство,Агрохимия ,програмна акредитация - докторска програма,дава акредитация,9.12,23.4.2021
Тракийски университет - Стара Загора,6.1,Растениевъдство,Растениевъдство ,програмна акредитация - докторска програма,дава акредитация,9.12,23.4.2021
Тракийски университет - Стара Загора,6.1,Растениевъдство,"Фуражно производство, ливадарство",програмна акредитация - докторска програма,дава акредитация,9.34,23.4.2021
Тракийски университет - Стара Загора,6.3,Животновъдство,Говедовъдство и биволовъдство,програмна акредитация - докторска програма,дава акредитация,9.31,19.11.2021
Тракийски университет - Стара Загора,6.3,Животновъдство,Зоохигиена и организация на ветеринарното обслужване (Аграрен факултет),програмна акредитация - докторска програма,дава акредитация,9.56,24.3.2022
Тракийски университет - Стара Загора,6.3,Животновъдство,Овцевъдство и козевъдство,програмна акредитация - докторска програма,дава акредитация,9.32,19.11.2021
Тракийски университет - Стара Загора,6.3,Животновъдство,Птицевъдство,програмна акредитация - докторска програма,дава акредитация,9.19,няма информация
Тракийски университет - Стара Загора,6.3,Животновъдство,"Развъждане на селскостопанските животни, биология и биотехника на размножаването",програмна акредитация - докторска програма,дава акредитация,9.38,22.10.2021
Тракийски университет - Стара Загора,6.3,Животновъдство,"Рибовъдство, рибно стопанство и промишлен риболов",програмна акредитация - докторска програма,дава акредитация,9.24,няма информация
Тракийски университет - Стара Загора,6.3,Животновъдство,Свиневъдство,програмна акредитация - докторска програма,дава акредитация,9.15,19.11.2021
Тракийски университет - Стара Загора,6.3,Животновъдство,"Специални отрасли (коне, буби, зайци, промишлен дивеч, пчели и др.)",програмна акредитация - докторска програма,дава акредитация,9.22,няма информация
Тракийски университет - Стара Загора,6.3,Животновъдство,Хранене на селскостопанските животни и технология на фуражите,програмна акредитация - докторска програма,дава акредитация,9.21,22.10.2021
Тракийски университет - Стара Загора,6.4,Ветеринарна медицина,Акушерство и гинекология на животните и болести на новородени животни,програмна акредитация - докторска програма,дава акредитация,9.42,30.10.2020
Тракийски университет - Стара Загора,6.4,Ветеринарна медицина,"Анатомия, хистология и цитология (Ветеринарно-медицински факултет)",програмна акредитация - докторска програма,дава акредитация,9.18,9.7.2021
Тракийски университет - Стара Загора,6.4,Ветеринарна медицина,Ветеринарна микробиология  (Ветеринарно-медицински факултет),програмна акредитация - докторска програма,дава акредитация,9.01,16.7.2021
Тракийски университет - Стара Загора,6.4,Ветеринарна медицина,Ветеринарна хирургия,програмна акредитация - докторска програма,дава акредитация,9.46,30.10.2020
Тракийски университет - Стара Загора,6.4,Ветеринарна медицина,Ветеринарно- санитарна експертиза (Ветеринарно-медицински факултет),програмна акредитация - докторска програма,дава акредитация,9.26,11.9.2020
Тракийски университет - Стара Загора,6.4,Ветеринарна медицина,Генетика (Ветеринарно-медицински факултет),програмна акредитация - докторска програма,дава акредитация,9.25,16.7.2021
Тракийски университет - Стара Загора,6.4,Ветеринарна медицина,"Епизоотология, инфекциозни болести и профилактика на заразните заболявания по животните",програмна акредитация - докторска програма,дава акредитация,9.38,11.9.2020
Тракийски университет - Стара Загора,6.4,Ветеринарна медицина,Зоохигиена и организация на ветеринарното обслужване (Ветеринарно-медицински факултет),програмна акредитация - докторска програма,дава акредитация,9.17,11.9.2020
Тракийски университет - Стара Загора,6.4,Ветеринарна медицина,Морфология (Ветеринарно-медицински факултет),програмна акредитация - докторска програма,дава акредитация,9.29,16.7.2021
Тракийски университет - Стара Загора,6.4,Ветеринарна медицина,Паразитология и инвазионни болести на животните и човека (Ветеринарно-медицински факултет),програмна акредитация - докторска програма,дава акредитация,9.18,11.9.2020
Тракийски университет - Стара Загора,6.4,Ветеринарна медицина,Патология на животните,програмна акредитация - докторска програма,дава акредитация,9.48,30.10.2020
Тракийски университет - Стара Загора,6.4,Ветеринарна медицина,Фармакология  (Ветеринарно-медицински факултет),програмна акредитация - докторска програма,дава акредитация,9.11,9.7.2021
Тракийски университет - Стара Загора,6.4,Ветеринарна медицина,Физиология на животните и човека (Ветеринарно-медицински факултет),програмна акредитация - докторска програма,дава акредитация,9.32,16.7.2021
Тракийски университет - Стара Загора,7.1,Медицина,Акушерство и гинекология,програмна акредитация - докторска програма,дава акредитация,няма информация,25.10.2017
Тракийски университет - Стара Загора,7.1,Медицина,"Анатомия, хистология и цитология (Медицински факултет)",програмна акредитация - докторска програма,дава акредитация,8.95,7.7.2021
Тракийски университет - Стара Загора,7.1,Медицина,Анестезиология и реаниматология ,програмна акредитация - докторска програма,дава акредитация,няма информация,21.1.2016
Тракийски университет - Стара Загора,7.1,Медицина,Гастроентерология,програмна акредитация - докторска програма,дава акредитация,няма информация,13.6.2018
Тракийски университет - Стара Загора,7.1,Медицина,Дерматология и венерология ,програмна акредитация - докторска програма,дава акредитация,няма информация,21.1.2016
Тракийски университет - Стара Загора,7.1,Медицина,Детска хирургия,програмна акредитация - докторска програма,дава акредитация,няма информация,25.10.2017
Тракийски университет - Стара Загора,7.1,Медицина,Ендокринология,програмна акредитация - докторска програма,дава акредитация,8.92,4.5.2022
Тракийски университет - Стара Загора,7.1,Медицина,Епидемиология,програмна акредитация - докторска програма,дава акредитация,8.26,23.6.2021
Тракийски университет - Стара Загора,7.1,Медицина,Имунопатология и алергология,програмна акредитация - докторска програма,дава акредитация,няма информация,20.6.2019
Тракийски университет - Стара Загора,7.1,Медицина,Инфекциозни болести,програмна акредитация - докторска програма,дава акредитация,няма информация,20.6.2019
Тракийски университет - Стара Загора,7.1,Медицина,Кардиология,програмна акредитация - докторска програма,дава акредитация,няма информация,12.1.2017
Тракийски университет - Стара Загора,7.1,Медицина,Медицина на бедствените ситуации,програмна акредитация - докторска програма,дава акредитация,8.67,8.6.2022
Тракийски университет - Стара Загора,7.1,Медицина,Медицинска радиология и рентгенология (вкл. използване на радиоактивни изотопи),програмна акредитация - докторска програма,дава акредитация,няма информация,20.6.2018
Тракийски университет - Стара Загора,7.1,Медицина,Неврохирургия,програмна акредитация - докторска програма,дава акредитация,няма информация,13.6.2018
Тракийски университет - Стара Загора,7.1,Медицина,Неонатология,програмна акредитация - докторска програма,дава акредитация,9.25,13.2.2020
Тракийски университет - Стара Загора,7.1,Медицина,Обща медицина,програмна акредитация - докторска програма,дава акредитация,няма информация,13.6.2018
Тракийски университет - Стара Загора,7.1,Медицина,Обща хирургия,програмна акредитация - докторска програма,дава акредитация,8.67,8.6.2022
Тракийски университет - Стара Загора,7.1,Медицина,Офталмология (Медицински факултет),програмна акредитация - докторска програма,дава акредитация,8.49,1.12.2021
Тракийски университет - Стара Загора,7.1,Медицина,Патологоанатомия и цитопатология (Медицински факултет),програмна акредитация - докторска програма,дава акредитация,8.92,7.7.2021
Тракийски университет - Стара Загора,7.1,Медицина,Патофизиология,програмна акредитация - докторска програма,дава акредитация,няма информация,12.1.2017
Тракийски университет - Стара Загора,7.1,Медицина,Педиатрия,програмна акредитация - докторска програма,дава акредитация,8.92,4.5.2022
Тракийски университет - Стара Загора,7.1,Медицина,Професионални заболявания,програмна акредитация - докторска програма,дава акредитация,9.12,13.2.2020
Тракийски университет - Стара Загора,7.1,Медицина,Социална медицина и организация на здравеопазването и фармацията,програмна акредитация - докторска програма,дава акредитация,8.42,12.1.2022
Тракийски университет - Стара Загора,7.1,Медицина,Съдова хирургия (Медицински факултет),програмна акредитация - докторска програма,дава акредитация,9.03,1.12.2022
Тракийски университет - Стара Загора,7.1,Медицина,Управление на здравните грижи,програмна акредитация - докторска програма,дава акредитация,няма информация,20.6.2018
Тракийски университет - Стара Загора,7.1,Медицина,Фармакология (Медицински факултет),програмна акредитация - докторска програма,дава акредитация,8.53,1.12.2021
Тракийски университет - Стара Загора,7.1,Медицина,"Физиотерапия, курортология и рехабилитация",програмна акредитация - докторска програма,дава акредитация,няма информация,20.6.2018
Тракийски университет - Стара Загора,7.1,Медицина,"Хигиена (вкл. трудова, комунална, училищна, радиационна и др.)",програмна акредитация - докторска програма,дава акредитация,9.17,25.1.2024
"Университет ""Проф. д-р Асен Златаров"" - Бургас",1.2,Педагогика,Предучилищна и начална училищна педагогика,програмна акредитация - докторска програма,дава акредитация,8.71,12.6.2023
"Университет ""Проф. д-р Асен Златаров"" - Бургас",4.6,Информатика и компютърни науки,Информатика,програмна акредитация - докторска програма,дава акредитация,9.07,19.7.2024
"Университет ""Проф. д-р Асен Златаров"" - Бургас",5.1,Химични технологии,Технология за пречистване на водите,програмна акредитация - докторска програма,дава акредитация,9.37,13.10.2023
"Университет ""Проф. д-р Асен Златаров"" - Бургас",5.1,Химични технологии,Технология и преработка на пластмаси и стъклопласти,програмна акредитация - докторска програма,дава акредитация,8.91,20.10.2022
"Университет ""Проф. д-р Асен Златаров"" - Бургас",5.1,Химични технологии,Технология на композитните материали,програмна акредитация - докторска програма,дава акредитация,8.9,20.10.2022
"Университет ""Проф. д-р Асен Златаров"" - Бургас",5.1,Химични технологии,Технология на природните и синтетични горива,програмна акредитация - докторска програма,дава акредитация,9.27,20.10.2023
"Университет ""Проф. д-р Асен Златаров"" - Бургас",5.1,Химични технологии,"Технология на силикатите, свързваните вещества и трудно горимите неметални материали",програмна акредитация - докторска програма,дава акредитация,9.34,13.10.2023
"Университет ""Проф. д-р Асен Златаров"" - Бургас",5.1,Химични технологии,Химия на високомолекулните съединения,програмна акредитация - докторска програма,дава акредитация,9.26,20.10.2023
"Университет ""Проф. д-р Асен Златаров"" - Бургас",5.11,Биотехнологии,"Технология на биологичноактивните вещества (вкл. ензими, хормони, белтъчини)",програмна акредитация - докторска програма,дава акредитация,9.4,13.10.2023
"Университет ""Проф. д-р Асен Златаров"" - Бургас",5.3,Комуникационна и компютърна техника,Компютърни системи и технологии,програмна акредитация - докторска програма,дава акредитация,9.34,1.2.2025
Университет за национално и световно стопанство - София,2.2,История и археология,Стопанска история,програмна акредитация - докторска програма,дава акредитация,9.26,15.4.2021
Университет за национално и световно стопанство - София,3.1,"Социология, антропология и науки за културата",Социология,програмна акредитация - докторска програма,дава акредитация,9.18,16.3.2021
Университет за национално и световно стопанство - София,3.3,Политически науки,Политология,програмна акредитация - докторска програма,дава акредитация,9.24,3.11.2021
Университет за национално и световно стопанство - София,3.5,Обществени комуникации и информационни науки,Журналистика,програмна акредитация - докторска програма,дава акредитация,9.35,23.12.2022
Университет за национално и световно стопанство - София,3.5,Обществени комуникации и информационни науки,Организация и управление извън сферата на материалното производство (медии и комуникации),програмна акредитация - докторска програма,дава акредитация,няма информация,2.3.2017
Университет за национално и световно стопанство - София,3.6,Право,Административно право и административен процес,програмна акредитация - докторска програма,дава акредитация,9.2,28.7.2022
Университет за национално и световно стопанство - София,3.6,Право,Граждански процес,програмна акредитация - докторска програма,дава акредитация,8.32,11.10.2023
Университет за национално и световно стопанство - София,3.6,Право,Гражданско и семейно право,програмна акредитация - докторска програма,дава акредитация,9.14,28.7.2022
Университет за национално и световно стопанство - София,3.6,Право,"Изобретателско, авторско и патентно право",програмна акредитация - докторска програма,дава акредитация,8.89,11.9.2019
Университет за национално и световно стопанство - София,3.6,Право,Наказателно право,програмна акредитация - докторска програма,дава акредитация,8.73,28.7.2021
Университет за национално и световно стопанство - София,3.6,Право,Наказателно-процесуално право,програмна акредитация - докторска програма,дава акредитация,8.8,28.7.2021
Университет за национално и световно стопанство - София,3.6,Право,Римско частно право,програмна акредитация - докторска програма,дава акредитация,8.85,11.9.2019
Университет за национално и световно стопанство - София,3.6,Право,Теория на държавата и правото. Политически и правни учения,програмна акредитация - докторска програма,дава акредитация,8.44,11.10.2023
Университет за национално и световно стопанство - София,3.6,Право,Трудово право и обществено осигуряване,програмна акредитация - докторска програма,дава акредитация,8.54,8.6.2022
Университет за национално и световно стопанство - София,3.7,Администрация и управление,Администрация и управление (регионално развитие),програмна акредитация - докторска програма,дава акредитация,9.58,3.9.2020
Университет за национално и световно стопанство - София,3.7,Администрация и управление,Организация и управление извън сферата на материалното производство (публична администрация) ,програмна акредитация - докторска програма,дава акредитация,9.6,27.5.2021
Университет за национално и световно стопанство - София,3.7,Администрация и управление,Социално управление,програмна акредитация - докторска програма,дава акредитация,9.78,3.9.2020
Университет за национално и световно стопанство - София,3.8,Икономика,Икономика и организация на труда,програмна акредитация - докторска програма,дава акредитация,9.7,7.7.2020
Университет за национално и световно стопанство - София,3.8,Икономика,"Икономика и управление (агробизнес, екоикономика)",програмна акредитация - докторска програма,дава акредитация,9.8,7.7.2020
Университет за национално и световно стопанство - София,3.8,Икономика,Икономика и управление (индустрия),програмна акредитация - докторска програма,дава акредитация,9.7,7.7.2020
Университет за национално и световно стопанство - София,3.8,Икономика,Икономика и управление (интелектуална собственост по отрасли),програмна акредитация - докторска програма,дава акредитация,9.44,9.12.2021
Университет за национално и световно стопанство - София,3.8,Икономика,Икономика и управление (недвижима собственост),програмна акредитация - докторска програма,дава акредитация,9.18,9.12.2021
Университет за национално и световно стопанство - София,3.8,Икономика,Икономика и управление (отбрана и сигурност),програмна акредитация - докторска програма,дава акредитация,9.47,9.12.2021
Университет за национално и световно стопанство - София,3.8,Икономика,Икономика и управление (предприемачество),програмна акредитация - докторска програма,дава акредитация,9.15,30.11.2022
Университет за национално и световно стопанство - София,3.8,Икономика,Икономика и управление (стопанска логистика),програмна акредитация - докторска програма,дава акредитация,9.51,27.5.2021
Университет за национално и световно стопанство - София,3.8,Икономика,Икономика и управление (транспорт) ,програмна акредитация - докторска програма,дава акредитация,9.6,27.5.2021
Университет за национално и световно стопанство - София,3.8,Икономика,Икономика и управление (туризъм) ,програмна акредитация - докторска програма,дава акредитация,9.63,27.5.2021
Университет за национално и световно стопанство - София,3.8,Икономика,Икономика и управление (търговия) ,програмна акредитация - докторска програма,дава акредитация,9.12,27.5.2021
Университет за национално и световно стопанство - София,3.8,Икономика,Маркетинг,програмна акредитация - докторска програма,дава акредитация,9.8,7.7.2020
Университет за национално и световно стопанство - София,3.8,Икономика,Организация и управление извън сферата на материалното производство (интелектуална собственост в творческите индустрии),програмна акредитация - докторска програма,дава акредитация,9.63,9.12.2021
Университет за национално и световно стопанство - София,3.8,Икономика,Организация и управление на производството (индустрия),програмна акредитация - докторска програма,дава акредитация,9.5,7.7.2020
Университет за национално и световно стопанство - София,3.8,Икономика,Планиране,програмна акредитация - докторска програма,дава акредитация,9.8,7.7.2020
Университет за национално и световно стопанство - София,3.8,Икономика,Политическа икономия,програмна акредитация - докторска програма,дава акредитация,9.8,7.7.2020
Университет за национално и световно стопанство - София,3.8,Икономика,Приложение на изчислителната техника в икономиката,програмна акредитация - докторска програма,дава акредитация,9.8,7.7.2020
Университет за национално и световно стопанство - София,3.8,Икономика,Световно стопанство и международни икономически отношения,програмна акредитация - докторска програма,дава акредитация,9.8,7.7.2020
Университет за национално и световно стопанство - София,3.8,Икономика,Статистика и демография,програмна акредитация - докторска програма,дава акредитация,9.8,7.7.2020
Университет за национално и световно стопанство - София,3.8,Икономика,"Счетоводна отчетност, контрол и анализ на стопанската дейност  (счетоводна отчетност и анализ)",програмна акредитация - докторска програма,дава акредитация,9.7,7.7.2020
Университет за национално и световно стопанство - София,3.8,Икономика,"Счетоводна отчетност, контрол и анализ на стопанската дейност  (финансов контрол)",програмна акредитация - докторска програма,дава акредитация,9.7,7.7.2020
Университет за национално и световно стопанство - София,3.8,Икономика,"Финанси, парично обръщение, кредит и застраховка",програмна акредитация - докторска програма,дава акредитация,9.8,7.7.2020
Университет за национално и световно стопанство - София,5.5,"Транспорт, корабоплаване и авиация",Организация и управление извън сферата на материалното производство (медии и комуникации),програмна акредитация - докторска програма,дава акредитация,9.48,23.12.2022
"Университет по архитектура, строителство и геодезия - София",5.7,"Архитектура, строителство и геодезия",Автоматизация на инженерния труд и системи за автоматизирано проектиране (в строителство),програмна акредитация - докторска програма,дава акредитация,9.19,1.2.2025
"Университет по архитектура, строителство и геодезия - София",5.7,"Архитектура, строителство и геодезия","Архитектура на сградите, конструкции, съоръжения и детайли ",програмна акредитация - докторска програма,дава акредитация,няма информация,17.3.2017
"Университет по архитектура, строителство и геодезия - София",5.7,"Архитектура, строителство и геодезия",Водноелектрически централи и хидроенергийни устройства,програмна акредитация - докторска програма,дава акредитация,няма информация,11.3.2017
"Университет по архитектура, строителство и геодезия - София",5.7,"Архитектура, строителство и геодезия",Водоснабдяване и канализация ,програмна акредитация - докторска програма,дава акредитация,9.32,11.1.2025
"Университет по архитектура, строителство и геодезия - София",5.7,"Архитектура, строителство и геодезия",Земеустройство (вкл. кадастър и оценка на недвижими имоти),програмна акредитация - докторска програма,дава акредитация,няма информация,4.1.2017
"Университет по архитектура, строителство и геодезия - София",5.7,"Архитектура, строителство и геодезия",Земна и скална механика,програмна акредитация - докторска програма,дава акредитация,9.04,14.12.2024
"Университет по архитектура, строителство и геодезия - София",5.7,"Архитектура, строителство и геодезия","Земна основа, фундиране и подземно строителство",програмна акредитация - докторска програма,дава акредитация,няма информация,10.6.2017
"Университет по архитектура, строителство и геодезия - София",5.7,"Архитектура, строителство и геодезия","Инженерна хидрология, хидравлика и водно стопанство ",програмна акредитация - докторска програма,дава акредитация,9.39,18.1.2025
"Университет по архитектура, строителство и геодезия - София",5.7,"Архитектура, строителство и геодезия",Картография (вкл. тематично географско картографиране),програмна акредитация - докторска програма,дава акредитация,няма информация,4.1.2017
"Университет по архитектура, строителство и геодезия - София",5.7,"Архитектура, строителство и геодезия",Картография и ГИС (Георгафска информационна система),програмна акредитация - докторска програма,дава акредитация,9.33,21.12.2024
"Университет по архитектура, строителство и геодезия - София",5.7,"Архитектура, строителство и геодезия","Обща, висша и приложна геодезия",програмна акредитация - докторска програма,дава акредитация,няма информация,4.1.2017
"Университет по архитектура, строителство и геодезия - София",5.7,"Архитектура, строителство и геодезия","Обща, висша и приложна геодезия, кадастрални и геоинформационни системи",програмна акредитация - докторска програма,дава акредитация,9.49,21.12.2024
"Университет по архитектура, строителство и геодезия - София",5.7,"Архитектура, строителство и геодезия","Опазване, реставрация и адаптация на паметниците на архитектурата ",програмна акредитация - докторска програма,дава акредитация,няма информация,17.3.2017
"Университет по архитектура, строителство и геодезия - София",5.7,"Архитектура, строителство и геодезия",Организация и управление на производството (строителство),програмна акредитация - докторска програма,дава акредитация,9.41,1.2.2025
"Университет по архитектура, строителство и геодезия - София",5.7,"Архитектура, строителство и геодезия","Проектиране, строителство и поддържане на железни пътища и съоръжения",програмна акредитация - докторска програма,дава акредитация,няма информация,10.6.2017
"Университет по архитектура, строителство и геодезия - София",5.7,"Архитектура, строителство и геодезия","Проектиране, строителство и поддържане на улици, автомобилни пътища и съоръжения ",програмна акредитация - докторска програма,дава акредитация,няма информация,10.6.2017
"Университет по архитектура, строителство и геодезия - София",5.7,"Архитектура, строителство и геодезия",Речно и морско строителство ,програмна акредитация - докторска програма,дава акредитация,няма информация,11.3.2017
"Университет по архитектура, строителство и геодезия - София",5.7,"Архитектура, строителство и геодезия","Синтез на архитектурата с другите изкуства, интериор и архитектурен дизайн ",програмна акредитация - докторска програма,дава акредитация,няма информация,17.3.2017
"Университет по архитектура, строителство и геодезия - София",5.7,"Архитектура, строителство и геодезия","Строителна механика, съпротивление на материалите и теоретична механика",програмна акредитация - докторска програма,дава акредитация,9.43,14.12.2024
"Университет по архитектура, строителство и геодезия - София",5.7,"Архитектура, строителство и геодезия","Строителна механика, съпротивление на материалите ",програмна акредитация - докторска програма,дава акредитация,няма информация,15.4.2017
"Университет по архитектура, строителство и геодезия - София",5.7,"Архитектура, строителство и геодезия",Строителни конструкции (мостове) ,програмна акредитация - докторска програма,дава акредитация,няма информация,15.4.2017
"Университет по архитектура, строителство и геодезия - София",5.7,"Архитектура, строителство и геодезия",Строителни конструкции (стоманобетонни и зидани конструкции; стоманобетонни мостове; обследване и изпитване на строителни конструкции и съоръжения; метални конструкции; дървени конструкции; комбинирани консрукции; стоманени и комбинирани мостове),програмна акредитация - докторска програма,дава акредитация,9.43,18.1.2025
"Университет по архитектура, строителство и геодезия - София",5.7,"Архитектура, строителство и геодезия","Строителни конструкции (стоманобетонни конструкции, стоманени, дървени и пластмасови конструкции)",програмна акредитация - докторска програма,дава акредитация,няма информация,15.4.2017
